Crop,Question,Answer,text,clean_text,Cluster
maize,what make maize to rot inside the comb,Lot of moisture and pathogens,what make maize to rot inside the comb Lot of moisture and pathogens,make maize rot inside comb lot moisture pathogen,4
cassava,what make my cassava plants to break.,Lodging,what make my cassava plants to break. Lodging,make cassava plant break lodging,4
cassava,what make my cassava to put few and small Root,Poor soils and if plant is diseased,what make my cassava to put few and small Root Poor soils and if plant is diseased,make cassava put small root poor soil plant diseased,2
beans,what makes beans to get rotten to from its root s,A lot of rain and fungal diseases,what makes beans to get rotten to from its root s A lot of rain and fungal diseases,make bean get rotten root lot rain fungal disease,3
beans,what makes beans to get dry when it still young,Bean rust and drought,what makes beans to get dry when it still young Bean rust and drought,make bean get dry still young bean rust drought,3
cassava,what makes black leaves in cassava,Sooty mould due to whitefly infestation,what makes black leaves in cassava Sooty mould due to whitefly infestation,make black leaf cassava sooty mould due whitefly infestation,0
cassava,what makes Cassava bitter,Hydrogen cyanide is the poison that causes cassava to be bitter,what makes Cassava bitter Hydrogen cyanide is the poison that causes cassava to be bitter,make cassava bitter hydrogen cyanide poison cause cassava bitter,0
cassava,what makes I my root tubers constricted,Cassava brown streak disease,what makes I my root tubers constricted Cassava brown streak disease,make root tuber constricted cassava brown streak disease,0
cassava,what makes a cassava plant have more than one disease?,Susceptibility to diseases,what makes a cassava plant have more than one disease? Susceptibility to diseases,make cassava plant one disease susceptibility disease,0
maize,what makes a farmer apply phosphate fertilizer to maize crops?,To increase yield,what makes a farmer apply phosphate fertilizer to maize crops? To increase yield,make farmer apply phosphate fertilizer maize crop increase yield,4
maize,what makes a leaf of maize to be dry,Un balanced and excessive use of chemical fertilizers and deficiency,what makes a leaf of maize to be dry Un balanced and excessive use of chemical fertilizers and deficiency,make leaf maize dry un balanced excessive use chemical fertilizer deficiency,4
maize,what makes a maize stem to be dry,Pest and diseases,what makes a maize stem to be dry Pest and diseases,make maize stem dry pest disease,4
beans,what makes bean leaf to be yellow,Viral attack or drought,what makes bean leaf to be yellow Viral attack or drought,make bean leaf yellow viral attack drought,3
beans,what makes bean leaf to fold,Pests such as attack by spiders and moths,what makes bean leaf to fold Pests such as attack by spiders and moths,make bean leaf fold pest attack spider moth,3
beans,what makes bean leaves falls,Most diseases and sometimes drought,what makes bean leaves falls Most diseases and sometimes drought,make bean leaf fall disease sometimes drought,3
beans,what makes bean pods to rot,Water and rain and pathogens such as fungus,what makes bean pods to rot Water and rain and pathogens such as fungus,make bean pod rot water rain pathogen fungus,3
beans,what makes bean seeds to rot in pods,attack by diseases or too much rain,what makes bean seeds to rot in pods attack by diseases or too much rain,make bean seed rot pod attack disease much rain,3
beans,what makes beans price so low here?,It's because almost every household grows beans especially in village setting and they are regarded as a crop for the poor,what makes beans price so low here? It's because almost every household grows beans especially in village setting and they are regarded as a crop for the poor,make bean price low almost every household grows bean especially village setting regarded crop poor,3
beans,what makes beans to dry up after flowering,Pest infestation,what makes beans to dry up after flowering Pest infestation,make bean dry flowering pest infestation,3
beans,what makes beans to produce bent seeds,Attack by pests,what makes beans to produce bent seeds Attack by pests,make bean produce bent seed attack pest,3
beans,what makes beans to shade off it's leaves.,When it is mature,what makes beans to shade off it's leaves. When it is mature,make bean shade leaf mature,3
beans,what makes black beans get bad so easily when kept after cooking?,Due to high protein content,what makes black beans get bad so easily when kept after cooking? Due to high protein content,make black bean get bad easily kept cooking due high protein content,3
cassava,what makes cassava cutting to become bigger after planting,Failure to germinate,what makes cassava cutting to become bigger after planting Failure to germinate,make cassava cutting become bigger planting failure germinate,4
cassava,what makes cassava flour sour,Varieties associated with high concentrations of cyanogen,what makes cassava flour sour Varieties associated with high concentrations of cyanogen,make cassava flour sour variety associated high concentration cyanogen,4
cassava,what makes cassava flour to be bitter,Hydrogen cyanide,what makes cassava flour to be bitter Hydrogen cyanide,make cassava flour bitter hydrogen cyanide,4
cassava,what makes cassava leaves appear yellowish,Brown streak disease,what makes cassava leaves appear yellowish Brown streak disease,make cassava leaf appear yellowish brown streak disease,0
cassava,what makes cassava leaves have yellow spots,Yellow spots or y yellow leaves or allowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause yellowing,what makes cassava leaves have yellow spots Yellow spots or y yellow leaves or allowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause yellowing,make cassava leaf yellow spot yellow spot yellow leaf allowing mainly caused viral disease lack nitrogen soil also cause yellowing,0
cassava,what makes cassava leaves to be dry,Water stresses/ pathogens,what makes cassava leaves to be dry Water stresses/ pathogens,make cassava leaf dry water stress pathogen,0
cassava,what makes cassava leaves yellow,Yellowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause yellowing,what makes cassava leaves yellow Yellowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause yellowing,make cassava leaf yellow yellowing mainly caused viral disease lack nitrogen soil also cause yellowing,0
cassava,what makes cassava not grow well,Poor soil fertility and diseases,what makes cassava not grow well Poor soil fertility and diseases,make cassava grow well poor soil fertility disease,2
cassava,what makes cassava not to develop good yield,Poor fertility and diseases and pests attack,what makes cassava not to develop good yield Poor fertility and diseases and pests attack,make cassava develop good yield poor fertility disease pest attack,0
cassava,what makes cassava not to grow,Poor growing conditions,what makes cassava not to grow Poor growing conditions,make cassava grow poor growing condition,4
cassava,what makes cassava not to put tubers and yet it has grown well?,This could be due to soil factors especially over fertilization,what makes cassava not to put tubers and yet it has grown well? This could be due to soil factors especially over fertilization,make cassava put tuber yet grown well could due soil factor especially fertilization,2
cassava,what makes cassava plant not to grow and it's healthy.,Poor soil conditions/ pest and dieases,what makes cassava plant not to grow and it's healthy. Poor soil conditions/ pest and dieases,make cassava plant grow healthy poor soil condition pest dieases,2
cassava,what makes cassava root to be rotten during rainy season,A lot of water causes proliferation of pathogens,what makes cassava root to be rotten during rainy season A lot of water causes proliferation of pathogens,make cassava root rotten rainy season lot water cause proliferation pathogen,4
cassava,what makes cassava root tuber rot,Cassava brown streak disease,what makes cassava root tuber rot Cassava brown streak disease,make cassava root tuber rot cassava brown streak disease,0
cassava,what makes cassava roots to become black?,Cassava brown streak disease,what makes cassava roots to become black? Cassava brown streak disease,make cassava root become black cassava brown streak disease,0
cassava,what makes cassava stem to dry,Drought or cassava brown streak,what makes cassava stem to dry Drought or cassava brown streak,make cassava stem dry drought cassava brown streak,0
cassava,what makes cassava taste bitter?,High cyanide content,what makes cassava taste bitter? High cyanide content,make cassava taste bitter high cyanide content,4
cassava,what makes cassava to be healthy,Good soil and weather conditions,what makes cassava to be healthy Good soil and weather conditions,make cassava healthy good soil weather condition,2
cassava,what makes cassava to be yellow,Cassava brown streak disease,what makes cassava to be yellow Cassava brown streak disease,make cassava yellow cassava brown streak disease,0
cassava,what makes cassava to get dry,"Poor soils, infection of diseases an invasion of ants","what makes cassava to get dry Poor soils, infection of diseases an invasion of ants",make cassava get dry poor soil infection disease invasion ant,0
cassava,what makes cassava to have a lot of starch,Because that is what it stores only in the root,what makes cassava to have a lot of starch Because that is what it stores only in the root,make cassava lot starch store root,0
cassava,what makes cassava to rot?,Rotting of roots due to attack by fungus or water logging,what makes cassava to rot? Rotting of roots due to attack by fungus or water logging,make cassava rot rotting root due attack fungus water logging,0
cassava,what makes cassava yellow,Yellowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause yellowing,what makes cassava yellow Yellowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause yellowing,make cassava yellow yellowing mainly caused viral disease lack nitrogen soil also cause yellowing,0
beans,what makes flowers abortion in beans,lack of nutrients and Diseases,what makes flowers abortion in beans lack of nutrients and Diseases,make flower abortion bean lack nutrient disease,3
beans,what makes flowers to fall off in my beans,Pathogens and stressful environments like drought in your garden,what makes flowers to fall off in my beans Pathogens and stressful environments like drought in your garden,make flower fall bean pathogen stressful environment like drought garden,3
cassava,what makes flowers to fall off in my cassava,Abortion of flowers,what makes flowers to fall off in my cassava Abortion of flowers,make flower fall cassava abortion flower,4
maize,what makes flowers to tall off in my maize,Poor development or drought,what makes flowers to tall off in my maize Poor development or drought,make flower tall maize poor development drought,4
cassava,what makes holes on the cassava and causes it to rot?,Rats eat cassava and make it rot,what makes holes on the cassava and causes it to rot? Rats eat cassava and make it rot,make hole cassava cause rot rat eat cassava make rot,0
maize,what makes maize fail to germinate,Poor seed viability,what makes maize fail to germinate Poor seed viability,make maize fail germinate poor seed viability,3
maize,what makes maize in suckest yield better?,They are F1 maize and are well sorted and tested for high yielding,what makes maize in suckest yield better? They are F1 maize and are well sorted and tested for high yielding,make maize suckest yield better f maize well sorted tested high yielding,4
maize,what makes maize leave sometimes yellow,Yellowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause yellowing,what makes maize leave sometimes yellow Yellowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause yellowing,make maize leave sometimes yellow yellowing mainly caused viral disease lack nitrogen soil also cause yellowing,0
maize,what makes maize leave white when germinating,Lack of chlorophyll in the leaf,what makes maize leave white when germinating Lack of chlorophyll in the leaf,make maize leave white germinating lack chlorophyll leaf,4
maize,what makes maize leaves to be dry during rainy season,Drought,what makes maize leaves to be dry during rainy season Drought,make maize leaf dry rainy season drought,4
maize,what makes maize plant to high sugar concentration in the leaves,Failure to take the sugar into the cobs,what makes maize plant to high sugar concentration in the leaves Failure to take the sugar into the cobs,make maize plant high sugar concentration leaf failure take sugar cob,4
maize,what makes maize seeds smaller,Poor bulking due to poor growing conditions,what makes maize seeds smaller Poor bulking due to poor growing conditions,make maize seed smaller poor bulking due poor growing condition,3
maize,what makes maize to be sold at a very low price sometimes?,Farmers sell their maize immediately after a bumper harvest,what makes maize to be sold at a very low price sometimes? Farmers sell their maize immediately after a bumper harvest,make maize sold low price sometimes farmer sell maize immediately bumper harvest,4
maize,what makes maize to dry up at early stages,Diseases especially fungal and bacteria,what makes maize to dry up at early stages Diseases especially fungal and bacteria,make maize dry early stage disease especially fungal bacteria,4
maize,what makes maize to have less yield,"low nutrient availability, diseases and pests","what makes maize to have less yield low nutrient availability, diseases and pests",make maize less yield low nutrient availability disease pest,4
maize,what makes maize to rot,"Soil borne pathogens such fusarium, Pythium etc","what makes maize to rot Soil borne pathogens such fusarium, Pythium etc",make maize rot soil borne pathogen fusarium pythium etc,2
maize,what makes maize to rot I inside the comb before harvesting,Pathogen,what makes maize to rot I inside the comb before harvesting Pathogen,make maize rot inside comb harvesting pathogen,4
maize,what makes my maize leave to turn purple,Purpleness is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause the colouring,what makes my maize leave to turn purple Purpleness is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause the colouring,make maize leave turn purple purpleness mainly caused viral disease lack nitrogen soil also cause colouring,0
cassava,what makes my Cassava leaves to loose it's shape,Cassava mosaic disease,what makes my Cassava leaves to loose it's shape Cassava mosaic disease,make cassava leaf loose shape cassava mosaic disease,0
cassava,what makes my Cassava to few and small tubers,Diseases mainly,what makes my Cassava to few and small tubers Diseases mainly,make cassava small tuber disease mainly,0
beans,what makes my bean leaf to dry off,This could be due to attack by bean rust or drought,what makes my bean leaf to dry off This could be due to attack by bean rust or drought,make bean leaf dry could due attack bean rust drought,3
beans,what makes my bean leaf to have brown spots on them,Rusts,what makes my bean leaf to have brown spots on them Rusts,make bean leaf brown spot rust,3
beans,what makes my bean leaves to become yellow in color,Lack of nutrients,what makes my bean leaves to become yellow in color Lack of nutrients,make bean leaf become yellow color lack nutrient,3
beans,what makes my bean leaves to have brown spots?,Bean rust,what makes my bean leaves to have brown spots? Bean rust,make bean leaf brown spot bean rust,3
beans,what makes my bean seeds to put few and rotten,Diseased planting material or poor growing conditions,what makes my bean seeds to put few and rotten Diseased planting material or poor growing conditions,make bean seed put rotten diseased planting material poor growing condition,3
beans,what makes my bean to have low yield,Environmental and disease and pest stresses,what makes my bean to have low yield Environmental and disease and pest stresses,make bean low yield environmental disease pest stress,3
beans,what makes my bean to rot inside the pods,A lot of rain and fungal diseases,what makes my bean to rot inside the pods A lot of rain and fungal diseases,make bean rot inside pod lot rain fungal disease,3
beans,what makes my beans not to germinate well,Poor varieties or seeds and stress,what makes my beans not to germinate well Poor varieties or seeds and stress,make bean germinate well poor variety seed stress,3
beans,what makes my beans not to. grow well,Poor growing conditions,what makes my beans not to. grow well Poor growing conditions,make bean grow well poor growing condition,3
beans,what makes my beans fail to put well during drier season,Drought affects the way nutrients are used in the plant,what makes my beans fail to put well during drier season Drought affects the way nutrients are used in the plant,make bean fail put well drier season drought affect way nutrient used plant,3
beans,what makes my beans leaf to have brown spots,Bacterial infections like halo blight disease and fungal infections like Anthracnose,what makes my beans leaf to have brown spots Bacterial infections like halo blight disease and fungal infections like Anthracnose,make bean leaf brown spot bacterial infection like halo blight disease fungal infection like anthracnose,0
beans,what makes my beans leaves to have brown spots,Anthracnose disease,what makes my beans leaves to have brown spots Anthracnose disease,make bean leaf brown spot anthracnose disease,0
beans,what makes my beans not to germinate,"The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions.","what makes my beans not to germinate The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions.",make bean germinate main reason failure non viable embryo destroyed seed young dormant etc seed lack right germination condition,3
beans,what makes my beans pod to put very small seeds,Poor fertility and diseases and pests attack,what makes my beans pod to put very small seeds Poor fertility and diseases and pests attack,make bean pod put small seed poor fertility disease pest attack,3
beans,what makes my beans roots to rot,Pathogens and stressful environments like drought in your garden,what makes my beans roots to rot Pathogens and stressful environments like drought in your garden,make bean root rot pathogen stressful environment like drought garden,3
beans,what makes my beans seeds not to germinate well,"The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions.","what makes my beans seeds not to germinate well The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions.",make bean seed germinate well main reason failure non viable embryo destroyed seed young dormant etc seed lack right germination condition,3
beans,what makes my beans to put few beans,Poor growing conditions,what makes my beans to put few beans Poor growing conditions,make bean put bean poor growing condition,3
beans,what makes my beans to Roth in Sind The pods,Diseases and pests,what makes my beans to Roth in Sind The pods Diseases and pests,make bean roth sind pod disease pest,3
beans,what makes my beans to germinate when it's. still young,A lot of moisture in the pod and late harvesting,what makes my beans to germinate when it's. still young A lot of moisture in the pod and late harvesting,make bean germinate still young lot moisture pod late harvesting,3
beans,what makes my beans to germinate well,If all conditions for germination are available,what makes my beans to germinate well If all conditions for germination are available,make bean germinate well condition germination available,3
beans,what makes my beans to get rot inside the pod,Rots are due to fungus and a lot of moisture or rain,what makes my beans to get rot inside the pod Rots are due to fungus and a lot of moisture or rain,make bean get rot inside pod rot due fungus lot moisture rain,3
beans,what makes my beans to have empty pods,Sometimes attack by pests and poor growing conditions,what makes my beans to have empty pods Sometimes attack by pests and poor growing conditions,make bean empty pod sometimes attack pest poor growing condition,3
beans,what makes my beans to rod inside the pod,Attack by certain pests and diseases,what makes my beans to rod inside the pod Attack by certain pests and diseases,make bean rod inside pod attack certain pest disease,3
beans,what makes my beans to rot before harvest,Fungal diseases and a lot of moisture,what makes my beans to rot before harvest Fungal diseases and a lot of moisture,make bean rot harvest fungal disease lot moisture,3
beans,what makes my beans to rot from the roots,Diseases called root rots,what makes my beans to rot from the roots Diseases called root rots,make bean rot root disease called root rot,3
beans,what makes my beans to rot in side the pods,Pathogens and stressful environments like drought in your garden,what makes my beans to rot in side the pods Pathogens and stressful environments like drought in your garden,make bean rot side pod pathogen stressful environment like drought garden,3
beans,what makes my beans to rot inside the pod,A lot of rain and fungal diseases,what makes my beans to rot inside the pod A lot of rain and fungal diseases,make bean rot inside pod lot rain fungal disease,3
beans,what makes my beans to wilt,Drought or pest attack,what makes my beans to wilt Drought or pest attack,make bean wilt drought pest attack,3
cassava,what makes my cassava to rot,Soil borne pathogens fungus,what makes my cassava to rot Soil borne pathogens fungus,make cassava rot soil borne pathogen fungus,2
cassava,what makes my cassava fail to germinate,"The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions.","what makes my cassava fail to germinate The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions.",make cassava fail germinate main reason failure non viable embryo destroyed seed young dormant etc seed lack right germination condition,3
cassava,what makes my cassava flour to be Sweet,A lot of sugar,what makes my cassava flour to be Sweet A lot of sugar,make cassava flour sweet lot sugar,4
cassava,what makes my cassava flour to become bitter,Because of hydrogen cyanide,what makes my cassava flour to become bitter Because of hydrogen cyanide,make cassava flour become bitter hydrogen cyanide,4
cassava,what makes my cassava not to germinate well,Poor seed material or drought or termites,what makes my cassava not to germinate well Poor seed material or drought or termites,make cassava germinate well poor seed material drought termite,3
cassava,what makes my cassava plant to be stunted,Lack of nutrients,what makes my cassava plant to be stunted Lack of nutrients,make cassava plant stunted lack nutrient,4
cassava,what makes my cassava plant to get dry up before maturity,Disease attacks like bacterial blight,what makes my cassava plant to get dry up before maturity Disease attacks like bacterial blight,make cassava plant get dry maturity disease attack like bacterial blight,0
cassava,what makes my cassava plant to put few root tubers,Cassava mosaic disease/ CMD,what makes my cassava plant to put few root tubers Cassava mosaic disease/ CMD,make cassava plant put root tuber cassava mosaic disease cmd,0
cassava,what makes my cassava plant to put very small cassava root tubers,Poor variety or disease etc,what makes my cassava plant to put very small cassava root tubers Poor variety or disease etc,make cassava plant put small cassava root tuber poor variety disease etc,0
cassava,what makes my cassava plants to put few root tubers,Cassava mosic disease,what makes my cassava plants to put few root tubers Cassava mosic disease,make cassava plant put root tuber cassava mosic disease,0
cassava,what makes my cassava root to be dry,CBSD or drought,what makes my cassava root to be dry CBSD or drought,make cassava root dry cbsd drought,0
cassava,what makes my cassava root tuber constricted,Cassava brown streak disease,what makes my cassava root tuber constricted Cassava brown streak disease,make cassava root tuber constricted cassava brown streak disease,0
cassava,what makes my cassava root tuber to be folded,When it is affected by Cassava brown streak disease,what makes my cassava root tuber to be folded When it is affected by Cassava brown streak disease,make cassava root tuber folded affected cassava brown streak disease,0
cassava,what makes my cassava seeds not grow well,Disease or poor growing conditions,what makes my cassava seeds not grow well Disease or poor growing conditions,make cassava seed grow well disease poor growing condition,3
cassava,what makes my cassava stem to be healthy,When they are free of disease and pest and are mature,what makes my cassava stem to be healthy When they are free of disease and pest and are mature,make cassava stem healthy free disease pest mature,0
cassava,what makes my cassava stems to have short internodes,Diseases like green mites,what makes my cassava stems to have short internodes Diseases like green mites,make cassava stem short internode disease like green mite,0
cassava,what makes my cassava to be dry during shine season,Loss of water,what makes my cassava to be dry during shine season Loss of water,make cassava dry shine season loss water,4
cassava,what makes my cassava to grow with little roots,Disease or poor growing conditions,what makes my cassava to grow with little roots Disease or poor growing conditions,make cassava grow little root disease poor growing condition,0
cassava,what makes my cassava to put few Roots,Disease or poor growing conditions,what makes my cassava to put few Roots Disease or poor growing conditions,make cassava put root disease poor growing condition,0
cassava,what makes my cassava to put few and small roots tubers.,"Low yield (small tubers) is due to effect of pests/disease, lack of nutrients and other poor management practices","what makes my cassava to put few and small roots tubers. Low yield (small tubers) is due to effect of pests/disease, lack of nutrients and other poor management practices",make cassava put small root tuber low yield small tuber due effect pestsdisease lack nutrient poor management practice,0
cassava,what makes my cassava to put few and small tubers,Diseases mainly,what makes my cassava to put few and small tubers Diseases mainly,make cassava put small tuber disease mainly,0
cassava,what makes my cassava to put small root tubers,Lack of fertility in the soil,what makes my cassava to put small root tubers Lack of fertility in the soil,make cassava put small root tuber lack fertility soil,2
cassava,what makes my cassava to wilt,Attack by pests and drought,what makes my cassava to wilt Attack by pests and drought,make cassava wilt attack pest drought,0
maize,what makes my maize bat to turn purple?,Maize lethal necrosis disease,what makes my maize bat to turn purple? Maize lethal necrosis disease,make maize bat turn purple maize lethal necrosis disease,4
maize,what makes my maize leaf to have brown spots,Fungal attack like in Turcicum leaf blight disease,what makes my maize leaf to have brown spots Fungal attack like in Turcicum leaf blight disease,make maize leaf brown spot fungal attack like turcicum leaf blight disease,0
maize,what makes my maize leaves to be dry,Maize lethal necrosis,what makes my maize leaves to be dry Maize lethal necrosis,make maize leaf dry maize lethal necrosis,4
maize,what makes my maize leaves to be dry at this time,Drought or disease,what makes my maize leaves to be dry at this time Drought or disease,make maize leaf dry time drought disease,0
maize,what makes my maize leaves to be dry during shine season,Lack of water,what makes my maize leaves to be dry during shine season Lack of water,make maize leaf dry shine season lack water,4
maize,what makes my maize leaves turn yellow,Yellowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cuase yellowing,what makes my maize leaves turn yellow Yellowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cuase yellowing,make maize leaf turn yellow yellowing mainly caused viral disease lack nitrogen soil also cuase yellowing,0
maize,what makes my maize not to germinate well,"The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions.","what makes my maize not to germinate well The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions.",make maize germinate well main reason failure non viable embryo destroyed seed young dormant etc seed lack right germination condition,3
maize,what makes my maize plant to break from the middle of the stem,Attack by pests such as stem borers,what makes my maize plant to break from the middle of the stem Attack by pests such as stem borers,make maize plant break middle stem attack pest stem borer,4
maize,what makes my maize plants to break from the mall of the stems,Lack of nutrients like Nitrogen,what makes my maize plants to break from the mall of the stems Lack of nutrients like Nitrogen,make maize plant break mall stem lack nutrient like nitrogen,4
maize,what makes my maize pod to have very small seeds,Poor fertility and diseases and pests attack,what makes my maize pod to have very small seeds Poor fertility and diseases and pests attack,make maize pod small seed poor fertility disease pest attack,3
maize,what makes my maize put only one comb and yet other people plant and get more than one comb?,Low nutrient content in the soil and planting of low yielding variety,what makes my maize put only one comb and yet other people plant and get more than one comb? Low nutrient content in the soil and planting of low yielding variety,make maize put one comb yet people plant get one comb low nutrient content soil planting low yielding variety,4
maize,what makes my maize seeds not to germinate well,Because of dormancy causing factors,what makes my maize seeds not to germinate well Because of dormancy causing factors,make maize seed germinate well dormancy causing factor,3
maize,what makes my maize seeds to germinate one when have planted two seeds,One dies out,what makes my maize seeds to germinate one when have planted two seeds One dies out,make maize seed germinate one planted two seed one dy,3
maize,what makes my maize to be torn,lack of nutrients,what makes my maize to be torn lack of nutrients,make maize torn lack nutrient,4
maize,what makes my maize to break from the middle of the stems,Attack by pests such as stem borers,what makes my maize to break from the middle of the stems Attack by pests such as stem borers,make maize break middle stem attack pest stem borer,4
maize,what makes my maize to dry,When attacked by pests,what makes my maize to dry When attacked by pests,make maize dry attacked pest,4
maize,what makes my maize to dry,Attack by diseases or drought,what makes my maize to dry Attack by diseases or drought,make maize dry attack disease drought,3
maize,what makes my maize to dry up before harvesting time,Attack by pests,what makes my maize to dry up before harvesting time Attack by pests,make maize dry harvesting time attack pest,4
maize,what makes my maize to grow taller,A lot of nitrogen,what makes my maize to grow taller A lot of nitrogen,make maize grow taller lot nitrogen,4
maize,what makes my maize to rust,Fungal infection,what makes my maize to rust Fungal infection,make maize rust fungal infection,4
maize,what makes my maize to turn brown in storage,Because of substances in the maize that get colored on drying or loss of water,what makes my maize to turn brown in storage Because of substances in the maize that get colored on drying or loss of water,make maize turn brown storage substance maize get colored drying loss water,4
maize,what makes my maize. not to germinate well,When viability is not good,what makes my maize. not to germinate well When viability is not good,make maize germinate well viability good,4
cassava,what makes my roof tubers constricted,Cassava brown streak,what makes my roof tubers constricted Cassava brown streak,make roof tuber constricted cassava brown streak,0
cassava,what makes my root tuber constricted,CBSD,what makes my root tuber constricted CBSD,make root tuber constricted cbsd,0
general,what makes my seeds not to germinate well,"The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions.","what makes my seeds not to germinate well The main reason for failure is a non viable (embryo destroyed, seed young or dormant etc) seed or lack of right germination conditions.",make seed germinate well main reason failure non viable embryo destroyed seed young dormant etc seed lack right germination condition,3
general,what makes my soil to lose its fertility,Leaching of minerals from the soil by erosion or by removing crops,what makes my soil to lose its fertility Leaching of minerals from the soil by erosion or by removing crops,make soil lose fertility leaching mineral soil erosion removing crop,2
beans,what makes my the pod of my beans to be burnt,Bacterial infection,what makes my the pod of my beans to be burnt Bacterial infection,make pod bean burnt bacterial infection,3
cassava,what makes old cassava leaves yellow,Cassava brown streak disease,what makes old cassava leaves yellow Cassava brown streak disease,make old cassava leaf yellow cassava brown streak disease,0
beans,what makes other bean leaf to become yellow in color,Attack by diseases,what makes other bean leaf to become yellow in color Attack by diseases,make bean leaf become yellow color attack disease,0
cassava,what makes other cassava leaves to become yellow,Brown streak disease,what makes other cassava leaves to become yellow Brown streak disease,make cassava leaf become yellow brown streak disease,0
cassava,what makes other cassava leaves to become yellow in color,Drought or cassava brown streak,what makes other cassava leaves to become yellow in color Drought or cassava brown streak,make cassava leaf become yellow color drought cassava brown streak,0
cassava,what makes other cassava to be better,They dont get diseased,what makes other cassava to be better They dont get diseased,make cassava better dont get diseased,4
cassava,what makes other cassava to get rotten,Brown streak or fungal attack,what makes other cassava to get rotten Brown streak or fungal attack,make cassava get rotten brown streak fungal attack,0
cassava,what makes other cassava to grow with little roots while others having many roots,Pests and disease attack,what makes other cassava to grow with little roots while others having many roots Pests and disease attack,make cassava grow little root others many root pest disease attack,0
cassava,what makes other cassavas to become week when they are growing,If they are attacked by disease and pests,what makes other cassavas to become week when they are growing If they are attacked by disease and pests,make cassava become week growing attacked disease pest,0
general,what makes other leaves to have holes in them,Pests,what makes other leaves to have holes in them Pests,make leaf hole pest,3
maize,what makes other maize leaves to become yellow,Viral disease or drought,what makes other maize leaves to become yellow Viral disease or drought,make maize leaf become yellow viral disease drought,0
maize,what makes packed maize not to germinate?,Seed dormancy or poor storage of the seeds,what makes packed maize not to germinate? Seed dormancy or poor storage of the seeds,make packed maize germinate seed dormancy poor storage seed,3
beans,what makes people spray beans?,People spray beans after seeing pests on the leaves,what makes people spray beans? People spray beans after seeing pests on the leaves,make people spray bean people spray bean seeing pest leaf,3
cassava,what makes root tubers constricted,Cassava brown streak viruses disease,what makes root tubers constricted Cassava brown streak viruses disease,make root tuber constricted cassava brown streak virus disease,0
cassava,what makes some cassava dense in kilograms,The amount of starch,what makes some cassava dense in kilograms The amount of starch,make cassava dense kilogram amount starch,4
cassava,what makes some cassava light in kilograms,Poor growing conditions,what makes some cassava light in kilograms Poor growing conditions,make cassava light kilogram poor growing condition,4
beans,what makes the Root of My beans rot,Poor and infertile soils and lack of related nutrient to root growth during germination and growth stages of the crops in the garden,what makes the Root of My beans rot Poor and infertile soils and lack of related nutrient to root growth during germination and growth stages of the crops in the garden,make root bean rot poor infertile soil lack related nutrient root growth germination growth stage crop garden,3
beans,what makes the bean leaf to have very small seeds,High temperatures during certain parts of the growing season maybe one of the reason for stunted bean plant.,what makes the bean leaf to have very small seeds High temperatures during certain parts of the growing season maybe one of the reason for stunted bean plant.,make bean leaf small seed high temperature certain part growing season maybe one reason stunted bean plant,3
beans,what makes the bean pod to have very small seed,Poor soil or weather conditions,what makes the bean pod to have very small seed Poor soil or weather conditions,make bean pod small seed poor soil weather condition,3
beans,what makes the bean pod to have very small seeds,High temperatures during certain parts of the growing season maybe one of the reason.,what makes the bean pod to have very small seeds High temperatures during certain parts of the growing season maybe one of the reason.,make bean pod small seed high temperature certain part growing season maybe one reason,3
beans,what makes the bean pods to have very small seeds,Effect of diseases and pests plus low nutrients,what makes the bean pods to have very small seeds Effect of diseases and pests plus low nutrients,make bean pod small seed effect disease pest plus low nutrient,3
beans,what makes the beans not to germinate,Factors that promote germination like moisture and temperature,what makes the beans not to germinate Factors that promote germination like moisture and temperature,make bean germinate factor promote germination like moisture temperature,3
beans,what makes the beans not to germinate?,Seed dormancy and poor storage,what makes the beans not to germinate? Seed dormancy and poor storage,make bean germinate seed dormancy poor storage,3
